Bidder,Submission,Bid
pc-226,156,conflict
pc-226,164,conflict
pc-226,236,conflict
pc-226,275,conflict
pc-226,458,conflict
pc-226,459,conflict
pc-226,42,maybe
pc-226,170,maybe
pc-226,253,maybe
pc-226,257,maybe
pc-226,367,maybe
pc-226,434,maybe
pc-226,462,maybe
pc-226,466,maybe
pc-226,483,maybe
pc-226,47,yes
pc-226,80,yes
pc-226,127,yes
pc-226,176,yes
pc-226,200,yes
pc-226,202,yes
pc-226,254,yes
pc-226,267,yes
pc-226,274,yes
pc-226,281,yes
pc-226,321,yes
pc-226,323,yes
pc-226,339,yes
pc-226,354,yes
pc-226,356,yes
pc-226,381,yes
pc-226,484,yes
pc-226,493,yes
pc-226,516,yes
pc-226,520,yes
pc-227,191,conflict
pc-227,211,conflict
pc-227,301,conflict
pc-227,438,conflict
pc-227,508,conflict
pc-227,19,yes
pc-227,47,yes
pc-227,200,yes
pc-227,257,yes
pc-227,321,yes
pc-227,428,yes
pc-227,453,yes
pc-228,124,conflict
pc-228,204,conflict
pc-228,205,conflict
pc-228,402,conflict
pc-228,404,conflict
pc-228,451,conflict
pc-228,472,conflict
pc-228,503,conflict
pc-228,520,conflict
pc-228,476,maybe
pc-228,2,yes
pc-228,220,yes
pc-228,323,yes
pc-228,324,yes
pc-228,326,yes
pc-228,334,yes
pc-228,393,yes
pc-228,408,yes
pc-228,412,yes
pc-228,421,yes
pc-228,426,yes
pc-228,443,yes
pc-228,456,yes
pc-228,484,yes
pc-228,499,yes
pc-228,516,yes
pc-229,27,conflict
pc-229,45,conflict
pc-229,80,conflict
pc-229,132,conflict
pc-229,158,conflict
pc-229,297,conflict
pc-229,424,conflict
pc-229,22,maybe
pc-229,50,maybe
pc-229,60,maybe
pc-229,70,maybe
pc-229,74,maybe
pc-229,101,maybe
pc-229,139,maybe
pc-229,207,maybe
pc-229,278,maybe
pc-229,308,maybe
pc-229,337,maybe
pc-229,386,maybe
pc-229,388,maybe
pc-229,423,maybe
pc-229,429,maybe
pc-229,444,maybe
pc-229,447,maybe
pc-229,510,maybe
pc-229,519,maybe
pc-229,13,yes
pc-229,190,yes
pc-229,436,yes
pc-230,60,conflict
pc-230,168,conflict
pc-230,192,conflict
pc-230,343,conflict
pc-230,379,conflict
pc-230,423,conflict
pc-230,461,conflict
pc-230,474,conflict
pc-230,91,maybe
pc-230,140,maybe
pc-230,166,maybe
pc-230,215,maybe
pc-230,222,maybe
pc-230,271,maybe
pc-230,294,maybe
pc-230,297,maybe
pc-230,347,maybe
pc-230,394,maybe
pc-230,399,maybe
pc-230,473,maybe
pc-230,489,maybe
pc-230,8,yes
pc-230,17,yes
pc-230,48,yes
pc-230,107,yes
pc-230,127,yes
pc-230,128,yes
pc-230,134,yes
pc-230,143,yes
pc-230,146,yes
pc-230,154,yes
pc-230,196,yes
pc-230,198,yes
pc-230,252,yes
pc-230,265,yes
pc-230,295,yes
pc-230,315,yes
pc-230,320,yes
pc-230,331,yes
pc-230,337,yes
pc-230,372,yes
pc-230,412,yes
pc-230,515,yes
pc-231,275,conflict
pc-231,281,conflict
pc-231,37,maybe
pc-231,38,maybe
pc-231,105,maybe
pc-231,157,maybe
pc-231,185,maybe
pc-231,235,maybe
pc-231,362,maybe
pc-231,382,maybe
pc-231,443,maybe
pc-231,448,maybe
pc-231,485,maybe
pc-231,497,maybe
pc-231,162,yes
pc-231,217,yes
pc-231,300,yes
pc-231,336,yes
pc-231,376,yes
pc-231,390,yes
pc-232,10,conflict
pc-232,124,conflict
pc-232,146,conflict
pc-232,204,conflict
pc-232,218,conflict
pc-232,243,conflict
pc-232,298,conflict
pc-232,357,conflict
pc-232,368,conflict
pc-232,371,conflict
pc-232,402,conflict
pc-232,472,conflict
pc-232,517,conflict
pc-232,520,conflict
pc-232,26,maybe
pc-232,48,maybe
pc-232,58,maybe
pc-232,74,maybe
pc-232,77,maybe
pc-232,82,maybe
pc-232,128,maybe
pc-232,199,maybe
pc-232,228,maybe
pc-232,245,maybe
pc-232,260,maybe
pc-232,277,maybe
pc-232,293,maybe
pc-232,309,maybe
pc-232,324,maybe
pc-232,338,maybe
pc-232,407,maybe
pc-232,418,maybe
pc-232,423,maybe
pc-232,445,maybe
pc-232,459,maybe
pc-232,498,maybe
pc-232,512,maybe
pc-232,167,yes
pc-232,222,yes
pc-232,351,yes
pc-232,380,yes
pc-232,436,yes
pc-232,446,yes
pc-232,507,yes
pc-233,117,conflict
pc-233,322,conflict
pc-233,363,conflict
pc-233,397,conflict
pc-233,442,conflict
pc-233,2,maybe
pc-233,24,maybe
pc-233,33,maybe
pc-233,35,maybe
pc-233,49,maybe
pc-233,51,maybe
pc-233,52,maybe
pc-233,61,maybe
pc-233,109,maybe
pc-233,115,maybe
pc-233,172,maybe
pc-233,227,maybe
pc-233,279,maybe
pc-233,350,maybe
pc-233,374,maybe
pc-233,387,maybe
pc-233,414,maybe
pc-233,470,maybe
pc-233,487,maybe
pc-233,496,maybe
pc-233,32,yes
pc-233,46,yes
pc-233,96,yes
pc-233,125,yes
pc-233,150,yes
pc-233,157,yes
pc-233,212,yes
pc-233,238,yes
pc-233,244,yes
pc-233,251,yes
pc-233,255,yes
pc-233,262,yes
pc-233,334,yes
pc-233,396,yes
pc-233,437,yes
pc-233,500,yes
pc-233,505,yes
pc-234,267,conflict
pc-234,361,conflict
pc-234,462,conflict
pc-234,518,conflict
pc-234,1,maybe
pc-234,97,maybe
pc-234,182,maybe
pc-234,234,maybe
pc-234,248,maybe
pc-234,336,maybe
pc-234,72,yes
pc-234,164,yes
pc-234,200,yes
pc-234,202,yes
pc-234,277,yes
pc-234,310,yes
pc-234,328,yes
pc-234,332,yes
pc-234,339,yes
pc-234,346,yes
pc-234,351,yes
pc-234,358,yes
pc-234,432,yes
pc-234,453,yes
pc-234,466,yes
pc-234,524,yes
pc-235,30,conflict
pc-235,119,yes
pc-235,152,yes
pc-235,241,yes
pc-235,474,yes
pc-236,46,conflict
pc-236,125,conflict
pc-236,169,conflict
pc-236,182,conflict
pc-236,213,conflict
pc-236,238,conflict
pc-236,263,conflict
pc-236,384,conflict
pc-236,397,conflict
pc-236,446,conflict
pc-236,487,conflict
pc-236,42,maybe
pc-236,56,maybe
pc-236,109,maybe
pc-236,135,maybe
pc-236,150,maybe
pc-236,172,maybe
pc-236,227,maybe
pc-236,240,maybe
pc-236,267,maybe
pc-236,328,maybe
pc-236,442,maybe
pc-236,500,maybe
pc-236,503,maybe
pc-236,205,yes
pc-236,212,yes
pc-236,251,yes
pc-236,255,yes
pc-236,280,yes
pc-236,363,yes
pc-236,367,yes
pc-236,396,yes
pc-236,486,yes
pc-236,505,yes
pc-237,408,conflict
pc-237,426,maybe
pc-237,429,maybe
pc-237,459,maybe
pc-237,281,yes
pc-237,310,yes
pc-237,371,yes
pc-237,388,yes
pc-237,456,yes
pc-237,482,yes
pc-237,498,yes
pc-238,260,yes
pc-238,326,yes
pc-238,440,yes
pc-238,459,yes
pc-238,520,yes
pc-239,175,maybe
pc-239,185,maybe
pc-239,229,maybe
pc-239,281,maybe
pc-239,388,maybe
pc-239,485,maybe
pc-239,511,maybe
pc-240,76,conflict
pc-240,362,conflict
pc-240,429,conflict
pc-240,56,yes
pc-240,280,yes
pc-240,424,yes
pc-241,31,conflict
pc-241,195,conflict
pc-241,222,conflict
pc-241,365,conflict
pc-241,38,maybe
pc-241,76,maybe
pc-241,105,maybe
pc-241,189,maybe
pc-241,211,maybe
pc-241,234,maybe
pc-241,269,maybe
pc-241,281,maybe
pc-241,438,maybe
pc-241,479,maybe
pc-241,485,maybe
pc-241,149,yes
pc-241,175,yes
pc-241,185,yes
pc-241,280,yes
pc-241,355,yes
pc-241,395,yes
pc-241,463,yes
pc-241,490,yes
pc-241,511,yes
pc-242,266,conflict
pc-242,311,conflict
pc-242,372,conflict
pc-242,391,conflict
pc-242,436,conflict
pc-242,58,yes
pc-242,79,yes
pc-242,82,yes
pc-242,141,yes
pc-242,142,yes
pc-242,157,yes
pc-242,215,yes
pc-242,247,yes
pc-242,271,yes
pc-242,276,yes
pc-242,305,yes
pc-242,309,yes
pc-242,422,yes
pc-242,445,yes
pc-242,492,yes
pc-242,517,yes
pc-243,163,maybe
pc-243,209,maybe
pc-243,219,maybe
pc-243,229,maybe
pc-243,281,maybe
pc-243,390,maybe
pc-243,395,maybe
pc-243,495,maybe
pc-243,31,yes
pc-243,38,yes
pc-243,110,yes
pc-243,225,yes
pc-243,256,yes
pc-243,456,yes
pc-243,468,yes
pc-243,485,yes
pc-243,511,yes
pc-244,284,conflict
pc-244,517,conflict
pc-244,36,maybe
pc-244,63,maybe
pc-244,77,maybe
pc-244,82,maybe
pc-244,83,maybe
pc-244,209,maybe
pc-244,218,maybe
pc-244,226,maybe
pc-244,299,maybe
pc-244,300,maybe
pc-244,365,maybe
pc-244,415,maybe
pc-244,418,maybe
pc-244,445,maybe
pc-244,446,maybe
pc-244,459,maybe
pc-244,471,maybe
pc-244,478,maybe
pc-244,24,yes
pc-244,248,yes
pc-244,338,yes
pc-244,407,yes
pc-244,434,yes
pc-244,455,yes
pc-244,472,yes
pc-244,499,yes
pc-245,12,conflict
pc-245,61,conflict
pc-245,70,conflict
pc-245,153,conflict
pc-245,155,conflict
pc-245,186,conflict
pc-245,249,conflict
pc-245,344,conflict
pc-245,492,conflict
pc-245,510,conflict
pc-245,73,maybe
pc-245,83,maybe
pc-245,193,maybe
pc-245,276,maybe
pc-245,217,yes
pc-245,226,yes
pc-245,268,yes
pc-245,425,yes
pc-245,465,yes
pc-246,34,conflict
pc-246,52,conflict
pc-246,220,conflict
pc-246,276,conflict
pc-246,344,conflict
pc-246,144,maybe
pc-246,156,maybe
pc-246,231,maybe
pc-246,349,maybe
pc-246,2,yes
pc-246,167,yes
pc-246,393,yes
pc-247,3,conflict
pc-247,369,conflict
pc-247,425,conflict
pc-247,162,yes
pc-248,38,maybe
pc-248,59,maybe
pc-248,105,maybe
pc-248,185,maybe
pc-248,390,maybe
pc-248,31,yes
pc-248,163,yes
pc-248,388,yes
pc-248,485,yes
pc-248,511,yes
pc-249,26,maybe
pc-249,72,maybe
pc-249,103,maybe
pc-249,124,maybe
pc-249,140,maybe
pc-249,211,maybe
pc-249,229,maybe
pc-249,305,maybe
pc-249,383,maybe
pc-249,412,maybe
pc-249,9,yes
pc-249,15,yes
pc-249,34,yes
pc-249,39,yes
pc-249,49,yes
pc-249,59,yes
pc-249,87,yes
pc-249,101,yes
pc-249,111,yes
pc-249,128,yes
pc-249,148,yes
pc-249,154,yes
pc-249,168,yes
pc-249,175,yes
pc-249,179,yes
pc-249,192,yes
pc-249,201,yes
pc-249,210,yes
pc-249,219,yes
pc-249,222,yes
pc-249,230,yes
pc-249,281,yes
pc-249,287,yes
pc-249,302,yes
pc-249,320,yes
pc-249,368,yes
pc-249,388,yes
pc-249,399,yes
pc-249,423,yes
pc-249,432,yes
pc-249,433,yes
pc-249,436,yes
pc-249,463,yes
pc-249,474,yes
pc-249,480,yes
pc-249,482,yes
pc-249,485,yes
pc-249,495,yes
pc-249,512,yes
pc-250,85,conflict
pc-250,93,conflict
pc-250,95,conflict
pc-250,192,conflict
pc-250,380,conflict
pc-250,26,maybe
pc-250,74,maybe
pc-250,128,maybe
pc-250,130,maybe
pc-250,133,maybe
pc-250,134,maybe
pc-250,166,maybe
pc-250,194,maybe
pc-250,196,maybe
pc-250,247,maybe
pc-250,252,maybe
pc-250,303,maybe
pc-250,309,maybe
pc-250,311,maybe
pc-250,329,maybe
pc-250,401,maybe
pc-250,445,maybe
pc-250,464,maybe
pc-250,506,maybe
pc-250,512,maybe
pc-250,271,yes
pc-250,297,yes
pc-250,307,yes
pc-250,315,yes
pc-250,316,yes
pc-250,450,yes
pc-250,470,yes
pc-250,473,yes
pc-250,477,yes
pc-250,489,yes
pc-250,513,yes
pc-251,51,conflict
pc-251,244,conflict
pc-251,227,maybe
pc-251,500,maybe
pc-251,24,yes
pc-251,33,yes
pc-251,109,yes
pc-251,150,yes
pc-251,172,yes
pc-251,238,yes
pc-251,396,yes
pc-251,397,yes
pc-251,442,yes
pc-251,496,yes
pc-252,26,conflict
pc-252,101,conflict
pc-252,133,conflict
pc-252,189,conflict
pc-252,199,conflict
pc-252,222,conflict
pc-252,241,conflict
pc-252,345,conflict
pc-252,390,conflict
pc-252,445,conflict
pc-252,491,conflict
pc-252,112,maybe
pc-252,156,maybe
pc-252,162,maybe
pc-252,217,maybe
pc-252,273,maybe
pc-252,285,maybe
pc-252,300,maybe
pc-252,373,maybe
pc-252,378,maybe
pc-252,379,maybe
pc-252,413,maybe
pc-252,441,maybe
pc-252,483,maybe
pc-252,495,maybe
pc-252,509,maybe
pc-252,21,yes
pc-252,37,yes
pc-252,40,yes
pc-252,55,yes
pc-252,208,yes
pc-252,235,yes
pc-252,261,yes
pc-252,301,yes
pc-252,362,yes
pc-252,369,yes
pc-252,376,yes
pc-252,391,yes
pc-252,448,yes
pc-252,497,yes
pc-253,32,conflict
pc-253,97,conflict
pc-253,110,conflict
pc-253,164,conflict
pc-253,236,conflict
pc-253,275,conflict
pc-253,281,conflict
pc-253,305,conflict
pc-253,334,conflict
pc-253,360,conflict
pc-253,369,conflict
pc-253,458,conflict
pc-253,459,conflict
pc-253,38,maybe
pc-253,59,maybe
pc-253,170,maybe
pc-253,175,maybe
pc-253,184,maybe
pc-253,209,maybe
pc-253,256,maybe
pc-253,257,maybe
pc-253,269,maybe
pc-253,314,maybe
pc-253,328,maybe
pc-253,388,maybe
pc-253,390,maybe
pc-253,453,maybe
pc-253,457,maybe
pc-253,463,maybe
pc-253,468,maybe
pc-253,485,maybe
pc-253,94,yes
pc-253,185,yes
pc-253,186,yes
pc-253,335,yes
pc-253,353,yes
pc-253,511,yes
pc-254,64,conflict
pc-254,322,conflict
pc-254,145,maybe
pc-254,172,maybe
pc-254,217,maybe
pc-254,262,maybe
pc-254,117,yes
pc-254,276,yes
pc-254,364,yes
pc-255,28,conflict
pc-255,212,conflict
pc-255,314,conflict
pc-255,414,maybe
pc-255,13,yes
pc-255,109,yes
pc-255,115,yes
pc-255,150,yes
pc-255,255,yes
pc-255,396,yes
pc-255,397,yes
pc-255,410,yes
pc-255,496,yes
pc-256,37,maybe
pc-256,49,maybe
pc-256,175,maybe
pc-256,330,maybe
pc-256,366,maybe
pc-256,14,yes
pc-256,31,yes
pc-256,68,yes
pc-256,87,yes
pc-256,124,yes
pc-256,132,yes
pc-256,135,yes
pc-256,144,yes
pc-256,170,yes
pc-256,174,yes
pc-256,186,yes
pc-256,203,yes
pc-256,250,yes
pc-256,257,yes
pc-256,282,yes
pc-256,289,yes
pc-256,312,yes
pc-256,313,yes
pc-256,388,yes
pc-256,390,yes
pc-256,410,yes
pc-256,424,yes
pc-256,426,yes
pc-256,482,yes
pc-256,485,yes
pc-257,86,conflict
pc-257,140,conflict
pc-257,160,conflict
pc-257,302,conflict
pc-257,429,conflict
pc-257,185,maybe
pc-257,191,maybe
pc-257,234,maybe
pc-257,446,maybe
pc-257,29,yes
pc-257,36,yes
pc-257,74,yes
pc-257,128,yes
pc-257,171,yes
pc-257,178,yes
pc-257,210,yes
pc-257,215,yes
pc-257,226,yes
pc-257,245,yes
pc-257,247,yes
pc-257,284,yes
pc-257,292,yes
pc-257,326,yes
pc-257,371,yes
pc-257,376,yes
pc-257,402,yes
pc-257,440,yes
pc-257,441,yes
pc-257,475,yes
pc-257,491,yes
pc-257,507,yes
pc-257,508,yes
pc-257,520,yes
pc-258,40,yes
pc-258,55,yes
pc-258,79,yes
pc-258,288,yes
pc-258,345,yes
pc-258,376,yes
pc-258,413,yes
pc-258,441,yes
pc-259,3,conflict
pc-259,41,conflict
pc-259,80,conflict
pc-259,132,conflict
pc-259,170,conflict
pc-259,257,conflict
pc-259,424,conflict
pc-259,481,conflict
pc-259,91,maybe
pc-259,185,maybe
pc-259,229,maybe
pc-259,388,maybe
pc-259,410,maybe
pc-259,413,maybe
pc-259,417,maybe
pc-259,479,maybe
pc-259,485,maybe
pc-259,14,yes
pc-259,67,yes
pc-259,127,yes
pc-259,135,yes
pc-259,148,yes
pc-259,186,yes
pc-259,206,yes
pc-259,335,yes
pc-259,447,yes
pc-260,124,conflict
pc-260,402,conflict
pc-260,19,maybe
pc-260,49,maybe
pc-260,219,maybe
pc-260,229,maybe
pc-260,368,maybe
pc-260,390,maybe
pc-260,485,maybe
pc-260,511,yes
pc-261,22,conflict
pc-261,60,conflict
pc-261,86,conflict
pc-261,120,conflict
pc-261,146,conflict
pc-261,240,conflict
pc-261,241,conflict
pc-261,298,conflict
pc-261,357,conflict
pc-261,367,conflict
pc-261,411,conflict
pc-261,484,conflict
pc-261,522,conflict
pc-261,40,maybe
pc-261,365,maybe
pc-261,378,maybe
pc-261,448,maybe
pc-261,478,maybe
pc-261,497,maybe
pc-261,274,yes
pc-261,323,yes
pc-261,356,yes
pc-261,483,yes
pc-261,516,yes
pc-261,520,yes
pc-262,53,conflict
pc-262,81,conflict
pc-262,255,conflict
pc-262,27,maybe
pc-262,42,maybe
pc-262,321,maybe
pc-262,424,maybe
pc-262,434,maybe
pc-262,505,maybe
pc-262,76,yes
pc-262,280,yes
pc-262,355,yes
pc-262,496,yes
pc-263,109,conflict
pc-263,115,conflict
pc-263,304,conflict
pc-263,361,conflict
pc-263,396,conflict
pc-263,434,conflict
pc-263,453,conflict
pc-263,518,conflict
pc-263,30,maybe
pc-263,51,maybe
pc-263,94,maybe
pc-263,150,maybe
pc-263,176,maybe
pc-263,202,maybe
pc-263,212,maybe
pc-263,238,maybe
pc-263,253,maybe
pc-263,255,maybe
pc-263,267,maybe
pc-263,319,maybe
pc-263,327,maybe
pc-263,397,maybe
pc-263,405,maybe
pc-263,414,maybe
pc-263,466,maybe
pc-263,487,maybe
pc-263,200,yes
pc-263,205,yes
pc-263,321,yes
pc-263,339,yes
pc-263,354,yes
pc-263,363,yes
pc-263,384,yes
pc-263,462,yes
pc-264,349,conflict
pc-264,52,maybe
pc-264,157,maybe
pc-264,167,maybe
pc-264,217,maybe
pc-264,334,maybe
pc-264,494,maybe
pc-264,2,yes
pc-264,389,yes
pc-264,393,yes
pc-265,83,conflict
pc-265,221,conflict
pc-265,232,conflict
pc-265,36,maybe
pc-265,82,maybe
pc-265,160,maybe
pc-265,228,maybe
pc-265,338,maybe
pc-265,380,maybe
pc-265,440,maybe
pc-265,445,maybe
pc-265,446,maybe
pc-265,455,maybe
pc-265,471,maybe
pc-265,478,maybe
pc-265,504,maybe
pc-265,515,maybe
pc-265,77,yes
pc-265,195,yes
pc-265,210,yes
pc-265,222,yes
pc-265,248,yes
pc-265,293,yes
pc-265,365,yes
pc-265,418,yes
pc-265,430,yes
pc-265,508,yes
pc-266,54,maybe
pc-266,155,yes
pc-266,246,yes
pc-267,327,conflict
pc-267,397,conflict
pc-267,123,maybe
pc-267,155,maybe
pc-267,193,maybe
pc-267,264,maybe
pc-267,270,maybe
pc-267,385,maybe
pc-267,465,maybe
pc-267,10,yes
pc-267,73,yes
pc-267,249,yes
pc-267,406,yes
pc-267,425,yes
pc-267,494,yes
pc-268,31,maybe
pc-268,38,maybe
pc-268,110,maybe
pc-268,185,maybe
pc-268,189,maybe
pc-268,229,maybe
pc-268,281,maybe
pc-268,288,maybe
pc-268,421,maybe
pc-268,456,maybe
pc-268,459,maybe
pc-268,482,maybe
pc-268,495,maybe
pc-268,499,maybe
pc-268,511,maybe
pc-268,520,maybe
pc-268,19,yes
pc-268,274,yes
pc-268,326,yes
pc-268,356,yes
pc-268,360,yes
pc-268,407,yes
pc-268,432,yes
pc-268,483,yes
pc-268,485,yes
pc-269,292,conflict
pc-269,333,conflict
pc-269,436,conflict
pc-269,439,conflict
pc-269,31,maybe
pc-269,55,maybe
pc-269,124,maybe
pc-269,157,maybe
pc-269,163,maybe
pc-269,220,maybe
pc-269,236,maybe
pc-269,288,maybe
pc-269,301,maybe
pc-269,326,maybe
pc-269,349,maybe
pc-269,368,maybe
pc-269,373,maybe
pc-269,378,maybe
pc-269,407,maybe
pc-269,476,maybe
pc-269,523,maybe
pc-269,274,yes
pc-269,376,yes
pc-269,398,yes
pc-269,420,yes
pc-269,469,yes
pc-269,483,yes
pc-269,497,yes
pc-269,501,yes
pc-269,522,yes
pc-270,214,conflict
pc-270,28,maybe
pc-270,42,maybe
pc-270,53,maybe
pc-270,102,maybe
pc-270,104,maybe
pc-270,120,maybe
pc-270,126,maybe
pc-270,137,maybe
pc-270,314,maybe
pc-270,328,maybe
pc-270,346,maybe
pc-270,353,maybe
pc-270,355,maybe
pc-270,358,maybe
pc-270,410,maybe
pc-270,424,maybe
pc-270,447,maybe
pc-270,449,maybe
pc-270,479,maybe
pc-270,524,maybe
pc-270,267,yes
pc-270,280,yes
pc-270,361,yes
pc-270,384,yes
pc-270,453,yes
pc-270,496,yes
pc-270,518,yes
pc-271,48,conflict
pc-271,140,conflict
pc-271,160,conflict
pc-271,210,conflict
pc-271,344,conflict
pc-271,429,conflict
pc-271,39,maybe
pc-271,41,maybe
pc-271,60,maybe
pc-271,74,maybe
pc-271,116,maybe
pc-271,215,maybe
pc-271,281,maybe
pc-271,302,maybe
pc-271,303,maybe
pc-271,307,maybe
pc-271,383,maybe
pc-271,454,maybe
pc-271,463,maybe
pc-271,482,maybe
pc-271,192,yes
pc-271,198,yes
pc-271,260,yes
pc-271,440,yes
pc-272,136,conflict
pc-272,349,conflict
pc-272,456,conflict
pc-272,162,maybe
pc-272,272,maybe
pc-272,285,maybe
pc-272,477,maybe
pc-272,40,yes
pc-272,235,yes
pc-272,345,yes
pc-272,369,yes
pc-272,448,yes
pc-273,162,conflict
pc-273,189,conflict
pc-273,345,conflict
pc-273,390,conflict
pc-273,185,maybe
pc-273,382,maybe
pc-273,40,yes
pc-273,55,yes
pc-273,285,yes
pc-273,300,yes
pc-273,301,yes
pc-273,362,yes
pc-273,369,yes
pc-273,376,yes
pc-273,378,yes
pc-273,448,yes
pc-274,112,conflict
pc-274,131,conflict
pc-274,16,maybe
pc-274,73,maybe
pc-274,83,maybe
pc-274,193,maybe
pc-274,195,maybe
pc-274,248,maybe
pc-274,344,maybe
pc-274,365,maybe
pc-274,419,maybe
pc-274,446,maybe
pc-274,471,maybe
pc-274,494,maybe
pc-274,425,yes
pc-275,13,conflict
pc-275,71,conflict
pc-275,173,conflict
pc-275,197,conflict
pc-275,216,conflict
pc-275,250,conflict
pc-275,341,conflict
pc-275,524,conflict
pc-275,45,maybe
pc-275,133,maybe
pc-275,159,maybe
pc-275,199,maybe
pc-275,302,maybe
pc-275,349,maybe
pc-275,352,maybe
pc-275,387,maybe
pc-275,41,yes
pc-275,117,yes
pc-275,236,yes
pc-275,402,yes
pc-276,38,yes
pc-276,59,yes
pc-276,175,yes
pc-276,185,yes
pc-276,189,yes
pc-276,269,yes
pc-276,388,yes
pc-276,390,yes
pc-276,485,yes
pc-276,511,yes
pc-277,105,conflict
pc-277,175,conflict
pc-277,21,maybe
pc-277,49,maybe
pc-277,59,maybe
pc-277,65,maybe
pc-277,76,maybe
pc-277,129,maybe
pc-277,186,maybe
pc-277,209,maybe
pc-277,229,maybe
pc-277,242,maybe
pc-277,257,maybe
pc-277,388,maybe
pc-277,390,maybe
pc-277,490,maybe
pc-277,496,maybe
pc-277,38,yes
pc-277,89,yes
pc-277,152,yes
pc-277,185,yes
pc-277,246,yes
pc-277,269,yes
pc-277,375,yes
pc-277,395,yes
pc-277,485,yes
pc-277,511,yes
pc-278,1,conflict
pc-278,108,conflict
pc-278,109,conflict
pc-278,174,conflict
pc-278,182,conflict
pc-278,202,conflict
pc-278,213,conflict
pc-278,263,conflict
pc-278,304,conflict
pc-278,346,conflict
pc-278,396,conflict
pc-278,428,conflict
pc-278,434,conflict
pc-278,32,maybe
pc-278,33,maybe
pc-278,35,maybe
pc-278,46,maybe
pc-278,47,maybe
pc-278,51,maybe
pc-278,72,maybe
pc-278,115,maybe
pc-278,125,maybe
pc-278,205,maybe
pc-278,212,maybe
pc-278,227,maybe
pc-278,255,maybe
pc-278,321,maybe
pc-278,322,maybe
pc-278,339,maybe
pc-278,350,maybe
pc-278,363,maybe
pc-278,405,maybe
pc-278,410,maybe
pc-278,414,maybe
pc-278,487,maybe
pc-278,505,maybe
pc-278,518,maybe
pc-278,150,yes
pc-278,176,yes
pc-278,200,yes
pc-278,354,yes
pc-278,381,yes
pc-278,397,yes
pc-278,458,yes
pc-278,462,yes
pc-278,466,yes
pc-278,486,yes
pc-278,500,yes
pc-279,28,conflict
pc-279,60,conflict
pc-279,152,conflict
pc-279,212,conflict
pc-279,220,conflict
pc-279,5,maybe
pc-279,26,maybe
pc-279,101,maybe
pc-279,146,maybe
pc-279,190,maybe
pc-279,191,maybe
pc-279,222,maybe
pc-279,241,maybe
pc-279,260,maybe
pc-279,292,maybe
pc-279,303,maybe
pc-279,307,maybe
pc-279,372,maybe
pc-279,383,maybe
pc-279,402,maybe
pc-279,423,maybe
pc-279,436,maybe
pc-279,444,maybe
pc-279,474,maybe
pc-279,510,maybe
pc-279,519,maybe
pc-279,67,yes
pc-279,74,yes
pc-279,183,yes
pc-279,187,yes
pc-279,199,yes
pc-279,214,yes
pc-279,229,yes
pc-279,294,yes
pc-279,329,yes
pc-279,337,yes
pc-279,343,yes
pc-279,357,yes
pc-279,445,yes
pc-279,475,yes
pc-279,489,yes
pc-279,513,yes
pc-279,514,yes
pc-280,55,conflict
pc-280,85,conflict
pc-280,95,conflict
pc-280,101,conflict
pc-280,133,conflict
pc-280,148,conflict
pc-280,182,conflict
pc-280,183,conflict
pc-280,199,conflict
pc-280,222,conflict
pc-280,241,conflict
pc-280,438,conflict
pc-280,487,conflict
pc-280,510,conflict
pc-280,220,maybe
pc-280,285,maybe
pc-280,356,maybe
pc-280,357,maybe
pc-280,376,maybe
pc-280,391,maybe
pc-280,421,maybe
pc-280,445,maybe
pc-280,456,maybe
pc-280,472,maybe
pc-280,499,maybe
pc-280,8,yes
pc-280,29,yes
pc-280,379,yes
pc-280,398,yes
pc-280,412,yes
pc-280,419,yes
pc-280,497,yes
pc-280,523,yes
pc-281,160,conflict
pc-281,77,maybe
pc-281,218,maybe
pc-281,338,maybe
pc-281,403,maybe
pc-281,407,maybe
pc-281,434,maybe
pc-281,471,maybe
pc-281,491,maybe
pc-281,63,yes
pc-281,82,yes
pc-281,380,yes
pc-281,418,yes
pc-281,504,yes
pc-282,293,conflict
pc-282,36,yes
pc-282,77,yes
pc-282,81,yes
pc-282,299,yes
pc-282,408,yes
pc-282,452,yes
pc-282,455,yes
pc-282,478,yes
pc-283,97,conflict
pc-283,275,conflict
pc-283,334,conflict
pc-283,369,conflict
pc-283,29,maybe
pc-283,138,maybe
pc-283,157,maybe
pc-283,189,maybe
pc-283,280,maybe
pc-283,285,maybe
pc-283,349,maybe
pc-283,373,maybe
pc-283,413,maybe
pc-283,419,maybe
pc-283,497,maybe
pc-283,40,yes
pc-283,162,yes
pc-283,235,yes
pc-283,261,yes
pc-283,274,yes
pc-283,300,yes
pc-283,362,yes
pc-283,376,yes
pc-283,378,yes
pc-283,382,yes
pc-283,398,yes
pc-283,448,yes
pc-284,52,conflict
pc-284,10,maybe
pc-284,277,yes
pc-284,332,yes
pc-284,351,yes
pc-284,430,yes
pc-285,146,conflict
pc-285,298,conflict
pc-285,357,conflict
pc-285,88,maybe
pc-285,370,maybe
pc-285,10,yes
pc-285,82,yes
pc-285,155,yes
pc-285,181,yes
pc-285,222,yes
pc-285,247,yes
pc-285,331,yes
pc-286,58,maybe
pc-286,82,maybe
pc-286,113,maybe
pc-286,114,maybe
pc-286,141,maybe
pc-286,254,maybe
pc-286,276,maybe
pc-286,338,maybe
pc-286,379,maybe
